ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
45465193;	779;	3;	4;	Sort Observable by predefined order in Reactive Extensions;	45471067;	c#/sorting/system.reactive/reactive-programming/;	https://stackoverflow.com/questions/45465193/sort-observable-by-predefined-order-in-reactive-extensions;
60655406;	29;	1;	1;	IOS MDM Push Notification Issue using Pushsharp C#;	null;	c#/ios/apple-push-notifications/mdm/pushsharp/;	https://stackoverflow.com/questions/60655406/ios-mdm-push-notification-issue-using-pushsharp-c;
48355550;	2012;	3;	3;	Pushsharp send apple notification failed : SSL Stream Failed to Authenticate as Client;	48357178;	c#/ios/notifications/pushsharp/;	https://stackoverflow.com/questions/48355550/pushsharp-send-apple-notification-failed-ssl-stream-failed-to-authenticate-as;
54022598;	711;	1;	1;	Pushsharp Apns notification error: &#39InvalidToken&#39;	54037418;	c#/push-notification/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/54022598/pushsharp-apns-notification-error-invalidtoken;
18560980;	8224;	1;	3;	Pushsharp apple notification A call to SSPI failed error;	18585491;	c#/ios/push-notification/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/18560980/pushsharp-apple-notification-a-call-to-sspi-failed-error;
42332611;	697;	1;	8;	Pushsharp support of Apple Push Notification Authentication Key;	null;	c#/apple-push-notificationspushsharp/;	https://stackoverflow.com/questions/42332611/pushsharp-support-of-apple-push-notification-authentication-key;
56378154;	62;	0;	0;	Pushsharp GCM/FCM code to VB.net events not found;	null;	c#/vb.net/events/delegates/pushsharp/;	https://stackoverflow.com/questions/56378154/pushsharp-gcm-fcm-code-to-vb-net-events-not-found;
56141948;	69;	0;	0;	Which server URL is hit when sending WNS and APNS push notification (PushSharp library);	null;	c#/asp.net/apple-push-notifications/pushsharp/wns/;	https://stackoverflow.com/questions/56141948/which-server-url-is-hit-when-sending-wns-and-apns-push-notification-pushsharp-l;
51611330;	247;	2;	0;	How can I send APNS PushSharp send notification. It&#39s working from localhost in asp.net but fail when we host API in Windows server;	55449241;	c#/ios/asp.net-web-api/xamarin.ios/pushsharp/;	https://stackoverflow.com/questions/51611330/how-can-i-send-apns-pushsharp-send-notification-its-working-from-localhost-in;
55099284;	604;	3;	4;	PushSharp APNS notification error The function requested is not supported;	null;	c#/.net/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/55099284/pushsharp-apns-notification-error-the-function-requested-is-not-supported;
36905361;	1885;	1;	3;	Structuring GCM messages in PushSharp 4.0;	null;	c#/android/.net/pushsharp/;	https://stackoverflow.com/questions/36905361/structuring-gcm-messages-in-pushsharp-4-0;
50374319;	605;	0;	0;	IOS Push Notification doesn&#39t work using PushSharp;	null;	c#/ios/push-notification/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/50374319/ios-push-notification-doesnt-work-using-pushsharp;
49540789;	119;	0;	0;	How to use pushsharp in existing c# project;	null;	c#/asp.net/visual-studio-code/nuget-package/pushsharp/;	https://stackoverflow.com/questions/49540789/how-to-use-pushsharp-in-existing-c-project;
36515711;	689;	0;	2;	PushSharp: Unable to write data to the transport connection;	null;	c#/.net/sockets/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/36515711/pushsharp-unable-to-write-data-to-the-transport-connection;
36621683;	1442;	1;	0;	IOS Push notification using Pushsharp in c#;	null;	c#/push-notification/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/36621683/ios-push-notification-using-pushsharp-in-c;
44815922;	816;	1;	0;	PushSharp sending notifications to iOS successful but not received;	null;	c#/iospushsharp/;	https://stackoverflow.com/questions/44815922/pushsharp-sending-notifications-to-ios-successful-but-not-received;
44643851;	445;	1;	1;	Pushsharp 4.0.10.0 ApnsConfiguration connection error for iOS device tokens;	null;	c#/ios/wcf/pushsharp/;	https://stackoverflow.com/questions/44643851/pushsharp-4-0-10-0-apnsconfiguration-connection-error-for-ios-device-tokens;
42630608;	146;	0;	1;	PushSharp WNS - notification failed for Windows Phone only;	null;	c#/push-notification/windows-phone/pushsharp/;	https://stackoverflow.com/questions/42630608/pushsharp-wns-notification-failed-for-windows-phone-only;
31010955;	3844;	3;	2;	PushSharp Exception : The credentials supplied to the package were not recognized;	null;	c#/ios/push-notification/pushsharp/;	https://stackoverflow.com/questions/31010955/pushsharp-exception-the-credentials-supplied-to-the-package-were-not-recognize;
28446152;	3314;	3;	1;	PushSharp GCM Message Delivery;	null;	c#/android/google-cloud-messaging/pushsharp/;	https://stackoverflow.com/questions/28446152/pushsharp-gcm-message-delivery;
40595170;	647;	1;	12;	Invalid DeviceToken Length when sending passkit push by PushSharp;	null;	c#/apple-push-notifications/pushsharp/passkit/;	https://stackoverflow.com/questions/40595170/invalid-devicetoken-length-when-sending-passkit-push-by-pushsharp;
40105863;	30;	1;	0;	PushSharp stops at StopAllServices;	null;	c#/windowsapple-push-notifications/;	https://stackoverflow.com/questions/40105863/pushsharp-stops-at-stopallservices;
39830082;	339;	0;	2;	PushSharp - Singleton or not;	null;	c#/push-notificationpushsharp/;	https://stackoverflow.com/questions/39830082/pushsharp-singleton-or-not;
20265853;	2238;	3;	1;	PushSharp APNS Service Stop working after windows shutdown;	null;	c#/apple-push-notifications/pushsharp/apns-sharp/moonapns/;	https://stackoverflow.com/questions/20265853/pushsharp-apns-service-stop-working-after-windows-shutdown;
39732577;	150;	1;	0;	PushSharp throwing CryptographicException: Certificate instance is empty;	39752162;	c#/pushsharp/;	https://stackoverflow.com/questions/39732577/pushsharp-throwing-cryptographicexception-certificate-instance-is-empty;
37045299;	1939;	1;	2;	ISSUE With PushSharp Apple Notification From Version 4.0.10.0 To Testflight;	null;	c#/ios/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/37045299/issue-with-pushsharp-apple-notification-from-version-4-0-10-0-to-testflight;
17635537;	3813;	1;	1;	PushSharp error message sending IOS push notification;	null;	c#/ios/push-notification/pushsharp/;	https://stackoverflow.com/questions/17635537/pushsharp-error-message-sending-ios-push-notification;
39127894;	284;	1;	0;	Pushsharp 4 - switch between production and Sandbox;	39139721;	c#/pushsharp/;	https://stackoverflow.com/questions/39127894/pushsharp-4-switch-between-production-and-sandbox;
37382985;	504;	1;	0;	Body of GCM notification always displays as &ltmissing message content&gt when using PushSharp;	37383202;	c#/asp.net/.net/google-cloud-messaging/pushsharp/;	https://stackoverflow.com/questions/37382985/body-of-gcm-notification-always-displays-as-missing-message-content-when-using;
37304451;	345;	0;	0;	Pushsharp not working as a windows service;	null;	c#/apple-push-notificationspushsharp/;	https://stackoverflow.com/questions/37304451/pushsharp-not-working-as-a-windows-service;
36622915;	4796;	1;	0;	Sending Push notifications to iOS devices using PushSharp and C#;	36644009;	c#/ios/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/36622915/sending-push-notifications-to-ios-devices-using-pushsharp-and-c;
36625544;	581;	1;	0;	Does PushSharp allow for sending notifications to GCM for iOS?;	36628602;	c#/android/ios/push-notification/pushsharp/;	https://stackoverflow.com/questions/36625544/does-pushsharp-allow-for-sending-notifications-to-gcm-for-ios;
36049744;	1594;	1;	2;	PushSharp Separation of Concerns;	36050008;	c#/pushsharp/;	https://stackoverflow.com/questions/36049744/pushsharp-separation-of-concerns;
35867318;	817;	1;	0;	System.Collections.Generic.KeyNotFoundException: The given key was not present in the dictionary while sending Push Notifiaction from PUSHSHARP;	35867463;	c#/json/push-notification/google-cloud-messaging/pushsharp/;	https://stackoverflow.com/questions/35867318/system-collections-generic-keynotfoundexception-the-given-key-was-not-present-i;
35694745;	230;	0;	1;	PushSharp OnNotificationSent event not trigger when push notification sent to Android but its trigger when sent to iphone;	null;	c#/pushsharp/;	https://stackoverflow.com/questions/35694745/pushsharp-onnotificationsent-event-not-trigger-when-push-notification-sent-to-an;
35602663;	1060;	1;	0;	pushsharp 2 fires an exception while sending notification to apple ios;	35651769;	c#/iospushsharp/;	https://stackoverflow.com/questions/35602663/pushsharp-2-fires-an-exception-while-sending-notification-to-apple-ios;
35073390;	587;	0;	1;	Using multiple PushSharp PushBroker instances;	null;	c#/multithreading/push-notification/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/35073390/using-multiple-pushsharp-pushbroker-instances;
23265653;	6695;	1;	7;	PushSharp doesn&#39t send notifications;	23269114;	c#/push-notification/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/23265653/pushsharp-doesnt-send-notifications;
34983330;	313;	1;	-1;	PushSharp “get json on NotificationSent ” issue;	34995534;	c#/cordova/push-notification/console-application/pushsharp/;	https://stackoverflow.com/questions/34983330/pushsharp-get-json-on-notificationsent-issue;
16445310;	1565;	1;	3;	APNS PushSharp Not working in Production;	null;	c#/ios/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/16445310/apns-pushsharp-not-working-in-production;
32489753;	296;	1;	1;	PushSharp - How to trigger OnDeviceSubscriptionExpired;	null;	c#/ios/push-notification/pushsharp/;	https://stackoverflow.com/questions/32489753/pushsharp-how-to-trigger-ondevicesubscriptionexpired;
32503272;	174;	1;	0;	Multiple callback for one notification pushsharp window phone;	32519845;	c#/windows-phone-8pushsharp/;	https://stackoverflow.com/questions/32503272/multiple-callback-for-one-notification-pushsharp-window-phone;
32391989;	305;	1;	0;	Multiple callback for one notification Pushsharp;	32394004;	c#/pushsharp/;	https://stackoverflow.com/questions/32391989/multiple-callback-for-one-notification-pushsharp;
31803608;	669;	1;	1;	Pushsharp: IOS notifications are working locally but not on live server;	null;	c#/ios/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/31803608/pushsharp-ios-notifications-are-working-locally-but-not-on-live-server;
30638455;	322;	1;	1;	While queueing notifications with PushSharp nothing happens at all;	30661333;	c#/ios/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/30638455/while-queueing-notifications-with-pushsharp-nothing-happens-at-all;
24531058;	1993;	4;	2;	PushSharp - ios - StopAllServices() hangs with no errors;	24568979;	c#/ios/.net/pushsharp/;	https://stackoverflow.com/questions/24531058/pushsharp-ios-stopallservices-hangs-with-no-errors;
30381106;	820;	1;	4;	sending passbook update with pushsharp;	30493091;	c#/apple-push-notifications/passbook/pushsharp/;	https://stackoverflow.com/questions/30381106/sending-passbook-update-with-pushsharp;
30216544;	223;	1;	0;	Phonegap push notification using pushwoosh and pushsharp;	null;	c#/push-notification/phonegap-build/pushsharp/pushwoosh/;	https://stackoverflow.com/questions/30216544/phonegap-push-notification-using-pushwoosh-and-pushsharp;
29967579;	285;	0;	0;	PushSharp ApplePushChannel not connecting or sending;	null;	c#/ios/apple-push-notifications/pushsharp/apns-sharp/;	https://stackoverflow.com/questions/29967579/pushsharp-applepushchannel-not-connecting-or-sending;
29071294;	771;	1;	1;	C# PushSharp notification for IOS is not working in IIS 7.5;	29506992;	c#/iospushsharp/;	https://stackoverflow.com/questions/29071294/c-pushsharp-notification-for-ios-is-not-working-in-iis-7-5;
28585532;	1237;	1;	0;	pushsharp ios notification not work;	null;	c#/push-notificationpushsharp/;	https://stackoverflow.com/questions/28585532/pushsharp-ios-notification-not-work;
28038066;	834;	1;	0;	error while sending notification using PushSharp 2.2.1.0 iOS;	28779677;	c#/.netpushsharp/;	https://stackoverflow.com/questions/28038066/error-while-sending-notification-using-pushsharp-2-2-1-0-ios;
25891592;	915;	1;	0;	GCM Pushing The Same Message Multiple Times (PushSharp);	28748377;	c#/xamarin.android/google-cloud-messaging/pushsharp/;	https://stackoverflow.com/questions/25891592/gcm-pushing-the-same-message-multiple-times-pushsharp;
13871806;	4767;	4;	2;	PushSharp notifications to Apple&#39s APNS not working, not throwing any exceptions;	null;	c#/.net/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/13871806/pushsharp-notifications-to-apples-apns-not-working-not-throwing-any-exceptions;
24308275;	190;	1;	1;	Does PushSharp parallelize calls to APNs by default?;	27342839;	c#/iospushsharp/;	https://stackoverflow.com/questions/24308275/does-pushsharp-parallelize-calls-to-apns-by-default;
27202692;	754;	0;	1;	Using async PushSharp web service to send notification and get response to user from try-catch;	null;	c#/asp.net/.net/asynchronous/pushsharp/;	https://stackoverflow.com/questions/27202692/using-async-pushsharp-web-service-to-send-notification-and-get-response-to-user;
14225206;	18274;	2;	14;	Push Notifications with PushSharp - the basics;	null;	c#/.net/push-notification/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/14225206/push-notifications-with-pushsharp-the-basics;
26232881;	1044;	0;	1;	PushSharp stopped working;	null;	c#/iospushsharp/;	https://stackoverflow.com/questions/26232881/pushsharp-stopped-working;
23115394;	12535;	2;	12;	PushSharp Apple - The message received was unexpected or badly formatted;	23121258;	c#/apple-push-notificationspushsharp/;	https://stackoverflow.com/questions/23115394/pushsharp-apple-the-message-received-was-unexpected-or-badly-formatted;
24399280;	968;	0;	1;	C# PushSharp: &quotInvalid token size&quot;	null;	c#/pushsharp/;	https://stackoverflow.com/questions/24399280/c-pushsharp-invalid-token-size;
17933125;	3779;	2;	0;	How to send batch notifications in GCM using PushSharp;	17936614;	c#/android/push-notification/google-cloud-messaging/pushsharp/;	https://stackoverflow.com/questions/17933125/how-to-send-batch-notifications-in-gcm-using-pushsharp;
23116726;	2843;	1;	1;	PushSharp notifications to iOS are not reaching device;	23121205;	c#/ios/push-notification/pushsharp/;	https://stackoverflow.com/questions/23116726/pushsharp-notifications-to-ios-are-not-reaching-device;
21551707;	3186;	1;	3;	iOS Notifications not sent using PushSharp. No event is raised either;	21602096;	c#/push-notification/apple-push-notifications/pushsharp/;	https://stackoverflow.com/questions/21551707/ios-notifications-not-sent-using-pushsharp-no-event-is-raised-either;
